4
10000
221900,3,1,1180,1955
538000,3,2.25,2570,1951
180000,2,1,770,1933
604000,4,3,1960,1965
510000,3,2,1680,1987
1230000,4,4.5,5420,2001
257500,3,2.25,1715,1995
291850,3,1.5,1060,1963
229500,3,1,1780,1960
323000,3,2.5,1890,2003
662500,3,2.5,3560,1965
468000,2,1,1160,1942
310000,3,1,1430,1927
400000,3,1.75,1370,1977
530000,5,2,1810,1900
650000,4,3,2950,1979
395000,3,2,1890,1994
485000,4,1,1600,1916
189000,2,1,1200,1921
230000,3,1,1250,1969
385000,4,1.75,1620,1947
2000000,3,2.75,3050,1968
285000,5,2.5,2270,1995
252700,2,1.5,1070,1985
329000,3,2.25,2450,1985
233000,3,2,1710,1941
937000,3,1.75,2450,1915
667000,3,1,1400,1909
438000,3,1.75,1520,1948
719000,4,2.5,2570,2005
580500,3,2.5,2320,2003
280000,2,1.5,1190,2005
687500,4,1.75,2330,1929
535000,3,1,1090,1929
322500,4,2.75,2060,1981
696000,3,2.5,2300,1930
550000,4,1,1660,1933
640000,4,2,2360,1904
240000,4,1,1220,1969
605000,4,2.5,2620,1996
625000,4,2.5,2570,2000
775000,4,2.25,4220,1984
861990,5,2.75,3595,2014
685000,3,1,1570,1922
309000,3,1,1280,1959
488000,3,2.5,3160,2003
210490,3,1,990,1966
785000,4,2.5,2290,1981
450000,3,1.75,1250,1953
1350000,3,2.5,2753,1953
228000,3,1,1190,1955
345000,5,2.5,3150,1966
600000,3,1.75,1410,1950
585000,2,1.75,1980,1981
920000,5,2.25,2730,1927
885000,4,2.5,2830,1995
292500,4,2.5,2250,2008
301000,3,2.5,2420,2003
951000,5,3.25,3250,1968
430000,4,3,1850,1991
650000,3,2.25,2150,1959
289000,3,1.75,1260,1954
505000,3,1.75,2519,1973
549000,3,1.75,1540,2014
425000,3,2.25,1660,1979
317625,3,2.75,2770,1925
975000,4,2.5,2720,1989
287000,4,2.5,2240,2005
204000,3,1,1000,1968
1330000,5,2.25,3200,1965
1040000,5,3.25,4770,1973
325000,3,2,1260,1972
571000,4,2,2750,1916
360000,4,2.5,2380,2005
349000,3,1.75,1790,1965
832500,4,4,3430,1986
380000,4,1.75,1760,1956
480000,3,1,1040,1941
410000,3,1,1410,1956
720000,4,2.5,3450,2002
390000,3,2.5,2350,2003
360000,4,2.5,1900,1992
355000,2,1,2020,1948
356000,3,1.5,1680,1964
315000,3,1,960,1952
940000,3,1.5,2140,1925
305000,5,2.25,2660,1961
461000,3,3.25,2770,2006
215000,2,2.25,1610,1979
335000,2,1.75,1030,2006
243500,4,2.5,1980,1988
1100000,5,2.75,3520,2001
153000,3,1,1200,1962
430000,3,1.5,1580,1939
700000,3,1.5,1580,1939
905000,4,2.5,3300,1946
247500,3,1.75,1960,1967
199000,4,1.5,1160,1975
314000,3,1.75,1810,1980
437500,3,2.5,2320,1992
850830,3,2.5,2070,1910
555000,3,2,1980,1929
699950,3,2.25,2190,1983
1090000,3,2.5,2920,1950
290000,3,1,1210,1954
375000,3,2.5,2340,1978
460000,3,1,1670,1939
188500,2,1.75,1240,1985
680000,4,2.5,3140,1991
470000,5,1.75,2030,1942
597750,4,2.5,2310,1984
570000,3,1.75,1260,1905
272500,3,1.75,1540,1980
329950,3,1.75,2080,1971
480000,4,2.5,3230,2001
740500,3,3.5,4380,1900
518500,3,3.5,1590,2010
205425,2,1,880,1945
171800,4,2,1570,1950
535000,4,1,1610,1925
660000,3,2.5,2400,1964
391500,3,2,1450,1987
395000,2,1,770,1953
445000,4,1.75,2100,1924
770000,3,2.25,2910,1990
1450000,4,2.75,2750,1914
445000,3,2.25,2100,1967
260000,4,2.25,2160,1978
822500,5,3.5,2320,1926
430000,4,2.5,2070,2004
212000,3,1.75,1060,1986
660500,4,2.25,2010,1986
784000,3,3.5,3950,1989
453246,3,2.5,2010,2014
675000,4,3.5,2140,2005
199000,3,1.75,1320,1956
220000,4,1.75,2020,1968
452000,4,2.25,2590,1968
382500,2,1,1190,1981
519950,3,2.25,1170,2014
665000,2,1,1110,1925
527700,5,2.5,2820,1968
205000,3,1,1610,1962
420000,3,1,1060,1923
500000,4,2.25,2030,1961
921500,4,2.5,3670,1994
890000,4,1,2550,1905
430000,2,2.5,2420,2007
258000,5,2,2260,1960
511000,3,1,1430,1947
532170,3,2,1360,1990
560000,3,1,1110,1947
282950,3,1,1250,1954
2250000,4,3.25,5180,2006
350000,1,1,700,1942
215000,3,1,1180,1967
650000,5,3.5,3960,1996
320000,4,2.75,2640,1967
247000,3,2,1270,1916
320000,4,1.75,1760,1968
255000,5,2.25,2060,1962
438000,3,1.75,1780,1962
900000,3,2.5,3400,2000
441000,3,2.75,1910,1979
420000,3,2,2020,1975
370000,3,1.75,1580,1976
269950,2,1.75,1340,1949
807100,4,2.5,2680,1999
653000,3,2.5,2680,1979
371500,3,2,1370,1964
284000,3,1.75,1560,1954
272000,3,1.75,2160,1978
313000,3,1.5,1340,1955
917500,4,2.5,3880,1984
673000,4,2.25,2590,1980
425000,3,2.5,1120,2008
399950,5,2.75,1970,1986
385000,3,1,1220,1901
269950,3,1.5,1950,1975
330000,2,1,1350,1949
260000,3,2.5,1670,1988
470000,4,3,2380,1925
589000,4,3,2440,1961
163500,2,1.5,1050,1996
835000,4,2.75,3130,1993
1100000,5,3,4090,1986
269000,4,1.75,1490,1969
560000,3,2.5,1900,1987
615000,4,1,1330,1901
585188,3,2.25,2230,1975
305000,3,1.75,1650,1977
166950,3,1,1190,1959
799000,3,2.5,2140,1959
400000,3,2.5,2180,1962
230000,3,1,1060,1948
256883,3,2.5,1690,2003
423000,4,2,1970,1920
465000,3,2.5,2150,2007
440000,3,2.5,1910,1997
385000,3,1.75,1350,1969
210000,3,1,860,1943
297000,3,2.5,1940,1994
470000,3,1,1010,1952
226500,3,1.5,1300,1976
274250,3,1,910,1962
840000,4,1.75,2480,1966
677900,3,2.5,2440,2010
425000,3,1,1010,1915
180250,2,0.75,900,1941
464000,6,3,2300,1920
320000,4,2.25,1550,1993
625504,3,2.25,1270,2014
592500,4,2.5,2240,1983
465000,3,2.5,2714,2005
477000,4,2.75,1720,1978
280000,2,1,850,1923
1510000,5,3,3300,1957
445838,3,2.5,2250,2000
1070000,2,2.25,3900,1947
467000,2,1.5,1320,1947
686000,4,2.5,2760,1999
279950,3,2,1750,1961
527000,4,2.25,2330,1987
325000,3,2.25,2220,1966
328000,3,2.25,2020,1994
390000,3,2.25,1250,1942
479950,2,2,1510,2005
264950,4,2.25,1720,1978
235000,3,1,1430,1961
516500,3,2.5,1480,2004
655000,2,1.75,1450,1915
500000,4,2.75,2280,1960
315000,6,2.75,2940,1978
213000,2,1,1000,1961
475000,3,1.5,2480,1947
1030000,5,4,3760,1983
416000,3,2,2220,1976
410000,4,1,1970,1904
800000,3,3.5,3830,1993
472000,6,2.5,4410,1965
225000,3,1.75,1430,1968
210000,2,1,830,1940
455000,2,1,1430,1925
225000,3,1,1300,1954
480000,2,1,1030,1918
363000,3,2.5,2740,1990
2400000,4,2.5,3650,2000
181000,2,1.5,720,1954
250000,4,2,2010,1976
481000,3,1.75,1560,1918
260000,3,2,1810,1978
455000,4,2.5,3360,2001
415000,3,2.25,1510,1991
349500,3,1,1400,1953
245000,3,2.5,1730,1987
592500,2,2,1420,1928
385000,4,1.75,2360,1955
315000,3,1.75,1580,1974
255000,3,1,1230,1979
693000,4,2.5,2460,2006
780000,3,1,1660,1911
237000,3,1.75,1270,1960
525000,3,2.25,2100,1979
425000,2,1,770,1930
369900,1,0.75,760,1936
290000,4,2.5,1700,1988
285000,3,1,1120,1954
415000,2,1,1070,1937
272500,3,2.5,2070,1979
2900000,4,3.25,5050,1982
1370000,4,4.75,5310,1989
436000,2,1,1040,1939
